timestamp [ns],gaze x [px],gaze y [px]
1754818115640179200,909.0,307.0
1754818115656845824,913.0,310.0
1754818115673512448,912.0,311.0
1754818115690179072,909.0,308.0
1754818115706845696,909.0,310.0
1754818115723512320,912.0,311.0
1754818115740178944,911.0,309.0
1754818115756845824,909.0,308.0
1754818115773512448,911.0,312.0
1754818115790179072,909.0,308.0
1754818115806845696,912.0,309.0
1754818115823512320,914.0,310.0
1754818115840179200,911.0,310.0
1754818115856845824,914.0,310.0
1754818115873512448,947.0,303.0
1754818115890179072,1066.0,280.0
1754818115906845696,1080.0,278.0
1754818115923512320,1069.0,280.0
1754818115940178944,1087.0,276.0
1754818115956845824,1122.0,269.0
1754818115973512448,1120.0,270.0
1754818115990179072,1120.0,269.0
1754818116006845696,1120.0,272.0
1754818116023512320,1123.0,271.0
1754818116040179200,1120.0,267.0
1754818116056845824,1121.0,267.0
1754818116073512448,1120.0,272.0
1754818116090179072,1120.0,268.0
1754818116106845696,1119.0,269.0
1754818116123512320,1121.0,267.0
1754818116140178944,1120.0,268.0
1754818116156845824,1124.0,272.0
1754818116173512448,1123.0,270.0
1754818116190179072,1120.0,271.0
1754818116206845696,1120.0,267.0
1754818116223512320,1122.0,269.0
1754818116240179200,1120.0,272.0
1754818116256845824,1121.0,270.0
1754818116273512448,1120.0,272.0
1754818116290179072,1121.0,271.0
1754818116306845696,1120.0,272.0
1754818116323512320,1124.0,268.0
1754818116340178944,1121.0,269.0
1754818116356845824,1119.0,270.0
1754818116373512448,1120.0,269.0
1754818116390179072,1120.0,270.0
1754818116406845696,1123.0,268.0
1754818116423512320,1121.0,272.0
1754818116440179200,1124.0,272.0
1754818116456845824,1124.0,270.0
1754818116473512448,1120.0,268.0
1754818116490179072,1122.0,267.0
1754818116506845696,1123.0,267.0
1754818116523512320,1124.0,269.0
1754818116540178944,1120.0,267.0
1754818116556845824,1123.0,269.0
1754818116573512448,1122.0,267.0
1754818116590179072,1119.0,271.0
1754818116606845696,1124.0,271.0
1754818116623512320,1123.0,270.0
1754818116640179200,1123.0,271.0
1754818116656845824,1121.0,272.0
1754818116673512448,1124.0,269.0
1754818116690179072,1120.0,269.0
1754818116706845696,1119.0,271.0
1754818116723512320,1123.0,271.0
1754818116740178944,1121.0,270.0
1754818116756845824,1119.0,269.0
1754818116773512448,1119.0,268.0
1754818116790179072,1120.0,269.0
1754818116806845696,1120.0,271.0
1754818116823512320,1123.0,272.0
1754818116840179200,1124.0,267.0
1754818116856845824,1120.0,269.0
1754818116873512448,1124.0,269.0
1754818116890179072,1122.0,268.0
1754818116906845696,1121.0,267.0
1754818116923512320,1119.0,271.0
1754818116940178944,1120.0,272.0
1754818116956845824,1124.0,268.0
1754818116973512448,1120.0,270.0
1754818116990179072,1122.0,270.0
1754818117006845696,1122.0,270.0
1754818117023512320,1541.0,405.0
1754818117040179200,1076.0,255.0
1754818117056845824,1184.0,290.0
1754818117073512448,954.0,215.0
1754818117090179072,1205.0,297.0
1754818117106845696,996.0,229.0
1754818117123512320,933.0,208.0
1754818117140178944,820.0,172.0
1754818117156845824,744.0,147.0
1754818117173512448,690.0,130.0
1754818117190179072,654.0,118.0
1754818117206845696,618.0,104.0
1754818117223512320,621.0,104.0
1754818117240179200,616.0,104.0
1754818117256845824,621.0,109.0
1754818117273512448,619.0,109.0
1754818117290179072,621.0,104.0
1754818117306845696,618.0,106.0
1754818117323512320,616.0,108.0
1754818117340178944,616.0,106.0
1754818117356845824,621.0,108.0
1754818117373512448,616.0,109.0
1754818117390179072,621.0,109.0
1754818117406845696,620.0,107.0
1754818117423512320,620.0,106.0
1754818117440179200,617.0,109.0
1754818117456845824,616.0,107.0
1754818117473512448,619.0,108.0
1754818117490179072,620.0,106.0
1754818117506845696,616.0,109.0
1754818117523512320,619.0,106.0
1754818117540178944,618.0,105.0
1754818117556845824,617.0,105.0
1754818117573512448,621.0,109.0
1754818117590179072,619.0,109.0
1754818117606845696,618.0,108.0
1754818117623512320,618.0,106.0
1754818117640179200,619.0,108.0
1754818117656845824,621.0,105.0
1754818117673512448,621.0,104.0
1754818117690179072,620.0,104.0
1754818117706845696,620.0,104.0
1754818117723512320,618.0,106.0
1754818117740178944,619.0,104.0
1754818117756845824,620.0,109.0
1754818117773512448,620.0,104.0
1754818117790179072,620.0,107.0
1754818117806845696,618.0,104.0
1754818117823512320,619.0,104.0
1754818117840179200,617.0,104.0
1754818117856845824,620.0,104.0
1754818117873512448,617.0,105.0
1754818117890179072,620.0,106.0
1754818117906845696,618.0,104.0
1754818117923512320,620.0,108.0
1754818117940178944,619.0,109.0
1754818117956845824,620.0,109.0
1754818117973512448,619.0,108.0
1754818117990179072,620.0,107.0
1754818118006845696,619.0,107.0
1754818118023512320,618.0,109.0
1754818118040179200,616.0,104.0
1754818118056845824,618.0,106.0
1754818118073512448,618.0,104.0
1754818118090179072,616.0,108.0
1754818118106845696,617.0,107.0
1754818118123512320,618.0,104.0
1754818118140178944,617.0,104.0
1754818118156845824,621.0,109.0
1754818118173512448,621.0,108.0
1754818118190179072,619.0,108.0
1754818118206845696,619.0,108.0
1754818118223512320,616.0,107.0
1754818118240179200,616.0,108.0
1754818118256845824,620.0,105.0
1754818118273512448,616.0,108.0
1754818118290179072,617.0,109.0
1754818118306845696,616.0,105.0
1754818118323512320,621.0,107.0
1754818118340178944,618.0,107.0
1754818118356845824,617.0,108.0
1754818118373512448,616.0,106.0
1754818118390179072,619.0,105.0
1754818118406845696,621.0,109.0
1754818118423512320,617.0,105.0
1754818118440179200,619.0,104.0
1754818118456845824,616.0,104.0
1754818118473512448,619.0,104.0
1754818118490179072,619.0,105.0
1754818118506845696,619.0,107.0
1754818118523512320,616.0,109.0
1754818118540178944,616.0,105.0
1754818118556845824,621.0,108.0
1754818118573512448,616.0,107.0
1754818118590179072,617.0,106.0
1754818118606845696,618.0,107.0
1754818118623512320,619.0,107.0
1754818118640179200,618.0,104.0
1754818118656845824,617.0,107.0
1754818118673512448,620.0,108.0
1754818118690179072,621.0,106.0
1754818118706845696,621.0,105.0
1754818118723512320,621.0,109.0
1754818118740178944,617.0,104.0
1754818118756845824,617.0,106.0
1754818118773512448,619.0,109.0
1754818118790179072,619.0,105.0
1754818118806845696,616.0,105.0
1754818118823512320,616.0,104.0
1754818118840179200,616.0,105.0
1754818118856845824,621.0,108.0
1754818118873512448,354.0,-86.0
1754818118890179072,795.0,235.0
1754818118906845696,863.0,285.0
1754818118923512320,883.0,300.0
1754818118940178944,944.0,344.0
1754818118956845824,971.0,364.0
1754818118973512448,921.0,327.0
1754818118990179072,1081.0,444.0
1754818119006845696,1089.0,450.0
1754818119023512320,1146.0,491.0
1754818119040179200,1149.0,493.0
1754818119056845824,1149.0,494.0
1754818119073512448,1145.0,490.0
1754818119090179072,1146.0,493.0
1754818119106845696,1148.0,493.0
1754818119123512320,1149.0,495.0
1754818119140178944,1150.0,490.0
1754818119156845824,1150.0,491.0
1754818119173512448,1145.0,492.0
1754818119190179072,1145.0,495.0
1754818119206845696,1150.0,494.0
1754818119223512320,1145.0,494.0
1754818119240179200,1150.0,491.0
1754818119256845824,1150.0,494.0
1754818119273512448,1150.0,491.0
1754818119290179072,1150.0,494.0
1754818119306845696,1145.0,494.0
1754818119323512320,1148.0,493.0
1754818119340178944,1149.0,493.0
1754818119356845824,1146.0,491.0
1754818119373512448,1146.0,494.0
1754818119390179072,1148.0,494.0
1754818119406845696,1150.0,491.0
1754818119423512320,1150.0,494.0
1754818119440179200,1146.0,495.0
1754818119456845824,1148.0,490.0
1754818119473512448,1149.0,495.0
1754818119490179072,1145.0,495.0
1754818119506845696,1145.0,491.0
1754818119523512320,1147.0,491.0
1754818119540178944,1149.0,493.0
1754818119556845824,1147.0,493.0
1754818119573512448,1148.0,491.0
1754818119590179072,1148.0,492.0
1754818119606845696,1146.0,490.0
1754818119623512320,1150.0,490.0
1754818119640179200,1140.0,477.0
1754818119656845824,1142.0,481.0
1754818119673512448,1139.0,474.0
1754818119690179072,1140.0,476.0
1754818119706845696,1137.0,471.0
1754818119723512320,1137.0,471.0
1754818119740178944,1134.0,465.0
1754818119756845824,1131.0,465.0
1754818119773512448,1136.0,462.0
1754818119790179072,1134.0,465.0
1754818119806845696,1135.0,465.0
1754818119823512320,1135.0,461.0
1754818119840179200,1133.0,464.0
1754818119856845824,1135.0,466.0
1754818119873512448,1136.0,466.0
1754818119890179072,1132.0,464.0
1754818119906845696,1132.0,464.0
1754818119923512320,1132.0,466.0
1754818119940178944,1131.0,461.0
1754818119956845824,1131.0,465.0
1754818119973512448,1134.0,464.0
1754818119990179072,1136.0,465.0
1754818120006845696,1136.0,465.0
1754818120023512320,1136.0,463.0
1754818120040179200,1135.0,464.0
1754818120056845824,1133.0,466.0
1754818120073512448,1136.0,463.0
1754818120090179072,1135.0,463.0
1754818120106845696,1134.0,466.0
1754818120123512320,1136.0,463.0
1754818120140178944,1131.0,461.0
1754818120156845824,1134.0,461.0
1754818120173512448,1135.0,463.0
1754818120190179072,1132.0,466.0
1754818120206845696,1135.0,466.0
1754818120223512320,1132.0,462.0
1754818120240179200,1131.0,461.0
1754818120256845824,1136.0,466.0
1754818120273512448,1131.0,465.0
1754818120290179072,1131.0,466.0
1754818120306845696,1136.0,466.0
1754818120323512320,1131.0,464.0
1754818120340178944,1135.0,461.0
1754818120356845824,1135.0,466.0
1754818120373512448,1131.0,464.0
1754818120390179072,1135.0,465.0
1754818120406845696,1134.0,463.0
1754818120423512320,1134.0,461.0
1754818120440179200,1134.0,463.0
1754818120456845824,1132.0,463.0
1754818120473512448,1135.0,461.0
1754818120490179072,1131.0,466.0
1754818120506845696,1136.0,462.0
1754818120523512320,1132.0,463.0
1754818120540178944,1136.0,461.0
1754818120556845824,1132.0,464.0
1754818120573512448,1134.0,463.0
1754818120590179072,1136.0,462.0
1754818120606845696,1132.0,461.0
1754818120623512320,1136.0,461.0
1754818120640179200,1132.0,464.0
1754818120656845824,1131.0,461.0
1754818120673512448,1135.0,464.0
1754818120690179072,1136.0,464.0
1754818120706845696,1135.0,461.0
1754818120723512320,1134.0,463.0
1754818120740178944,1132.0,461.0
1754818120756845824,1135.0,465.0
1754818120773512448,1132.0,465.0
1754818120790179072,1133.0,461.0
1754818120806845696,1133.0,464.0
1754818120823512320,1136.0,461.0
1754818120840179200,1133.0,461.0
1754818120856845824,1131.0,462.0
1754818120873512448,1133.0,461.0
1754818120890179072,1132.0,466.0
1754818120906845696,1134.0,466.0
1754818120923512320,1136.0,463.0
1754818120940178944,1132.0,464.0
1754818120956845824,1132.0,463.0
1754818120973512448,1132.0,464.0
1754818120990179072,1135.0,466.0
1754818121006845696,1136.0,461.0
1754818121023512320,1131.0,461.0
1754818121040179200,1134.0,462.0
1754818121056845824,1135.0,461.0
1754818121073512448,1131.0,462.0
1754818121090179072,1131.0,463.0
1754818121106845696,1135.0,462.0
1754818121123512320,1134.0,462.0
1754818121140178944,1131.0,465.0
1754818121156845824,1135.0,462.0
1754818121173512448,1131.0,463.0
1754818121190179072,1131.0,466.0
1754818121206845696,1132.0,465.0
1754818121223512320,1134.0,461.0
1754818121240179200,1135.0,463.0
1754818121256845824,1134.0,464.0
1754818121273512448,1133.0,466.0
1754818121290179072,1134.0,465.0
1754818121306845696,1132.0,463.0
1754818121323512320,1134.0,464.0
1754818121340178944,1131.0,466.0
1754818121356845824,1131.0,464.0
1754818121373512448,1136.0,466.0
1754818121390179072,1134.0,464.0
1754818121406845696,1133.0,466.0
1754818121423512320,1133.0,465.0
1754818121440179200,1136.0,465.0
1754818121456845824,1133.0,463.0
1754818121473512448,1133.0,461.0
1754818121490179072,1136.0,463.0
1754818121506845696,1131.0,466.0
1754818121523512320,1131.0,464.0
1754818121540178944,1132.0,464.0
1754818121556845824,1136.0,461.0
1754818121573512448,1132.0,462.0
1754818121590179072,1376.0,446.0
1754818121606845696,1619.0,429.0
1754818121623512320,810.0,487.0
1754818121640179200,649.0,498.0
1754818121656845824,527.0,507.0
1754818121673512448,510.0,508.0
1754818121690179072,406.0,515.0
1754818121706845696,527.0,507.0
1754818121723512320,313.0,522.0
1754818121740178944,233.0,528.0
1754818121756845824,162.0,530.0
1754818121773512448,161.0,533.0
1754818121790179072,162.0,535.0
1754818121806845696,164.0,533.0
1754818121823512320,163.0,531.0
1754818121840179200,162.0,532.0
1754818121856845824,165.0,533.0
1754818121873512448,161.0,531.0
1754818121890179072,162.0,532.0
1754818121906845696,163.0,534.0
1754818121923512320,164.0,532.0
1754818121940178944,166.0,531.0
1754818121956845824,165.0,530.0
1754818121973512448,161.0,532.0
1754818121990179072,163.0,531.0
1754818122006845696,164.0,533.0
1754818122023512320,162.0,534.0
1754818122040179200,161.0,535.0
1754818122056845824,162.0,531.0
1754818122073512448,161.0,530.0
1754818122090179072,165.0,535.0
1754818122106845696,162.0,534.0
1754818122123512320,161.0,533.0
1754818122140178944,166.0,530.0
1754818122156845824,164.0,533.0
1754818122173512448,161.0,530.0
1754818122190179072,165.0,534.0
1754818122206845696,164.0,530.0
1754818122223512320,165.0,530.0
1754818122240179200,164.0,530.0
1754818122256845824,166.0,533.0
1754818122273512448,161.0,533.0
1754818122290179072,161.0,532.0
1754818122306845696,166.0,530.0
1754818122323512320,164.0,535.0
1754818122340178944,163.0,530.0
1754818122356845824,161.0,535.0
1754818122373512448,164.0,534.0
1754818122390179072,161.0,534.0
1754818122406845696,162.0,531.0
1754818122423512320,163.0,531.0
1754818122440179200,161.0,535.0
1754818122456845824,161.0,530.0
1754818122473512448,165.0,534.0
1754818122490179072,163.0,534.0
1754818122506845696,163.0,533.0
1754818122523512320,165.0,533.0
1754818122540178944,166.0,534.0
1754818122556845824,166.0,535.0
1754818122573512448,161.0,534.0
1754818122590179072,165.0,534.0
1754818122606845696,165.0,534.0
1754818122623512320,161.0,530.0
1754818122640179200,272.0,463.0
1754818122656845824,-285.0,822.0
1754818122673512448,103.0,571.0
1754818122690179072,9.0,632.0
1754818122706845696,371.0,399.0
1754818122723512320,413.0,372.0
1754818122740178944,488.0,324.0
1754818122756845824,478.0,330.0
1754818122773512448,395.0,384.0
1754818122790179072,588.0,260.0
1754818122806845696,626.0,235.0
1754818122823512320,636.0,229.0
1754818122840179200,704.0,188.0
1754818122856845824,705.0,183.0
1754818122873512448,706.0,184.0
1754818122890179072,704.0,188.0
1754818122906845696,703.0,188.0
1754818122923512320,701.0,184.0
1754818122940178944,706.0,185.0
1754818122956845824,706.0,183.0
1754818122973512448,706.0,185.0
1754818122990179072,705.0,183.0
1754818123006845696,706.0,188.0
1754818123023512320,705.0,186.0
1754818123040179200,706.0,185.0
1754818123056845824,706.0,188.0
1754818123073512448,701.0,183.0
1754818123090179072,706.0,185.0
1754818123106845696,706.0,188.0
1754818123123512320,704.0,185.0
1754818123140178944,702.0,184.0
1754818123156845824,705.0,184.0
1754818123173512448,706.0,187.0
1754818123190179072,703.0,186.0
1754818123206845696,704.0,184.0
1754818123223512320,703.0,185.0
1754818123240179200,705.0,185.0
1754818123256845824,702.0,183.0
1754818123273512448,706.0,185.0
1754818123290179072,702.0,185.0
1754818123306845696,703.0,183.0
1754818123323512320,701.0,186.0
1754818123340178944,705.0,187.0
1754818123356845824,706.0,185.0
1754818123373512448,706.0,186.0
1754818123390179072,704.0,188.0
1754818123406845696,702.0,183.0
1754818123423512320,706.0,185.0
1754818123440179200,701.0,184.0
1754818123456845824,704.0,184.0
1754818123473512448,701.0,187.0
1754818123490179072,705.0,185.0
1754818123506845696,704.0,185.0
1754818123523512320,701.0,188.0
1754818123540178944,701.0,184.0
1754818123556845824,706.0,188.0
1754818123573512448,703.0,186.0
1754818123590179072,704.0,184.0
1754818123606845696,703.0,184.0
1754818123623512320,706.0,183.0
1754818123640179200,703.0,187.0
1754818123656845824,704.0,188.0
1754818123673512448,703.0,188.0
1754818123690179072,702.0,184.0
1754818123706845696,705.0,184.0
1754818123723512320,703.0,187.0
1754818123740178944,702.0,187.0
1754818123756845824,702.0,184.0
1754818123773512448,704.0,185.0
1754818123790179072,706.0,188.0
1754818123806845696,705.0,185.0
1754818123823512320,702.0,188.0
1754818123840179200,705.0,184.0
1754818123856845824,706.0,187.0
1754818123873512448,701.0,188.0
1754818123890179072,706.0,187.0
1754818123906845696,703.0,184.0
1754818123923512320,703.0,188.0
1754818123940178944,706.0,185.0
1754818123956845824,706.0,184.0
1754818123973512448,705.0,184.0
1754818123990179072,702.0,183.0
1754818124006845696,704.0,185.0
1754818124023512320,706.0,183.0
1754818124040179200,701.0,184.0
1754818124056845824,701.0,186.0
1754818124073512448,703.0,186.0
1754818124090179072,705.0,186.0
1754818124106845696,702.0,186.0
1754818124123512320,705.0,185.0
1754818124140178944,695.0,216.0
1754818124156845824,677.0,281.0
1754818124173512448,660.0,342.0
1754818124190179072,667.0,319.0
1754818124206845696,658.0,352.0
1754818124223512320,652.0,373.0
1754818124240179200,646.0,398.0
1754818124256845824,643.0,400.0
1754818124273512448,642.0,399.0
1754818124290179072,642.0,398.0
1754818124306845696,647.0,398.0
1754818124323512320,643.0,402.0
1754818124340178944,647.0,397.0
1754818124356845824,646.0,399.0
1754818124373512448,646.0,400.0
1754818124390179072,646.0,397.0
1754818124406845696,647.0,401.0
1754818124423512320,647.0,398.0
1754818124440179200,646.0,397.0
1754818124456845824,642.0,399.0
1754818124473512448,642.0,400.0
1754818124490179072,642.0,398.0
1754818124506845696,647.0,397.0
1754818124523512320,644.0,400.0
1754818124540178944,647.0,397.0
1754818124556845824,644.0,401.0
1754818124573512448,647.0,397.0
1754818124590179072,645.0,401.0
1754818124606845696,646.0,398.0
1754818124623512320,643.0,400.0
1754818124640179200,643.0,401.0
1754818124656845824,642.0,402.0
1754818124673512448,643.0,398.0
1754818124690179072,645.0,401.0
1754818124706845696,644.0,402.0
1754818124723512320,643.0,397.0
1754818124740178944,642.0,401.0
1754818124756845824,647.0,401.0
1754818124773512448,646.0,402.0
1754818124790179072,647.0,397.0
1754818124806845696,644.0,400.0
1754818124823512320,644.0,398.0
1754818124840179200,646.0,400.0
1754818124856845824,646.0,399.0
1754818124873512448,644.0,400.0
1754818124890179072,645.0,401.0
1754818124906845696,642.0,399.0
1754818124923512320,646.0,402.0
1754818124940178944,644.0,400.0
1754818124956845824,645.0,397.0
1754818124973512448,645.0,399.0
1754818124990179072,646.0,402.0
1754818125006845696,645.0,398.0
1754818125023512320,645.0,400.0
1754818125040179200,644.0,397.0
1754818125056845824,643.0,402.0
1754818125073512448,645.0,399.0
1754818125090179072,644.0,401.0
1754818125106845696,645.0,400.0
1754818125123512320,643.0,399.0
1754818125140178944,642.0,398.0
1754818125156845824,644.0,397.0
1754818125173512448,647.0,402.0
1754818125190179072,646.0,398.0
1754818125206845696,644.0,400.0
1754818125223512320,643.0,400.0
1754818125240179200,646.0,402.0
1754818125256845824,647.0,399.0
1754818125273512448,646.0,401.0
1754818125290179072,642.0,402.0
1754818125306845696,644.0,402.0
1754818125323512320,644.0,398.0
1754818125340178944,645.0,400.0
1754818125356845824,645.0,401.0
1754818125373512448,645.0,401.0
1754818125390179072,642.0,398.0
1754818125406845696,646.0,401.0
1754818125423512320,646.0,402.0
1754818125440179200,645.0,400.0
1754818125456845824,642.0,402.0
1754818125473512448,647.0,401.0
1754818125490179072,647.0,402.0
1754818125506845696,646.0,400.0
1754818125523512320,642.0,400.0
1754818125540178944,646.0,397.0
1754818125556845824,647.0,402.0
1754818125573512448,646.0,398.0
1754818125590179072,642.0,401.0
1754818125606845696,644.0,400.0
1754818125623512320,646.0,398.0
1754818125640179200,642.0,399.0
1754818125656845824,647.0,398.0
1754818125673512448,643.0,398.0
1754818125690179072,645.0,401.0
1754818125706845696,645.0,399.0
1754818125723512320,646.0,400.0
1754818125740178944,645.0,402.0
1754818125756845824,644.0,402.0
1754818125773512448,642.0,402.0
1754818125790179072,646.0,399.0
1754818125806845696,643.0,401.0
1754818125823512320,645.0,402.0
1754818125840179200,643.0,402.0
1754818125856845824,644.0,402.0
1754818125873512448,646.0,398.0
1754818125890179072,643.0,398.0
1754818125906845696,642.0,401.0
1754818125923512320,646.0,401.0
1754818125940178944,647.0,402.0
1754818125956845824,646.0,398.0
1754818125973512448,647.0,399.0
1754818125990179072,644.0,399.0
1754818126006845696,286.0,578.0
1754818126023512320,241.0,600.0
1754818126040179200,286.0,578.0
1754818126056845824,204.0,618.0
1754818126073512448,174.0,633.0
1754818126090179072,104.0,668.0
1754818126106845696,109.0,667.0
1754818126123512320,106.0,665.0
1754818126140178944,104.0,669.0
1754818126156845824,107.0,668.0
1754818126173512448,108.0,668.0
1754818126190179072,108.0,667.0
1754818126206845696,107.0,668.0
1754818126223512320,107.0,664.0
1754818126240179200,108.0,668.0
1754818126256845824,108.0,668.0
1754818126273512448,107.0,669.0
1754818126290179072,108.0,665.0
1754818126306845696,107.0,668.0
1754818126323512320,105.0,666.0
1754818126340178944,108.0,665.0
1754818126356845824,108.0,664.0
1754818126373512448,104.0,664.0
1754818126390179072,108.0,666.0
1754818126406845696,108.0,664.0
1754818126423512320,107.0,667.0
1754818126440179200,107.0,667.0
1754818126456845824,107.0,669.0
1754818126473512448,109.0,666.0
1754818126490179072,108.0,668.0
1754818126506845696,106.0,668.0
1754818126523512320,108.0,669.0
1754818126540178944,107.0,664.0
1754818126556845824,104.0,667.0
1754818126573512448,105.0,665.0
1754818126590179072,104.0,664.0
1754818126606845696,104.0,664.0
1754818126623512320,104.0,664.0
1754818126640179200,104.0,664.0
1754818126656845824,109.0,669.0
1754818126673512448,105.0,665.0
1754818126690179072,104.0,664.0
1754818126706845696,104.0,665.0
1754818126723512320,107.0,668.0
1754818126740178944,104.0,668.0
1754818126756845824,106.0,667.0
1754818126773512448,108.0,665.0
1754818126790179072,105.0,665.0
1754818126806845696,104.0,665.0
1754818126823512320,109.0,665.0
1754818126840179200,108.0,667.0
1754818126856845824,107.0,669.0
1754818126873512448,106.0,668.0
1754818126890179072,108.0,664.0
1754818126906845696,105.0,666.0
1754818126923512320,104.0,665.0
1754818126940178944,104.0,668.0
1754818126956845824,106.0,664.0
1754818126973512448,108.0,664.0
1754818126990179072,105.0,668.0
1754818127006845696,105.0,669.0
1754818127023512320,104.0,669.0
1754818127040179200,109.0,665.0
1754818127056845824,104.0,666.0
1754818127073512448,104.0,667.0
1754818127090179072,107.0,667.0
1754818127106845696,107.0,665.0
1754818127123512320,108.0,667.0
1754818127140178944,107.0,665.0
1754818127156845824,109.0,669.0
1754818127173512448,104.0,664.0
1754818127190179072,108.0,669.0
1754818127206845696,105.0,668.0
1754818127223512320,107.0,665.0
1754818127240179200,104.0,664.0
1754818127256845824,104.0,667.0
1754818127273512448,108.0,665.0
1754818127290179072,107.0,667.0
1754818127306845696,107.0,669.0
1754818127323512320,108.0,668.0
1754818127340178944,104.0,668.0
1754818127356845824,104.0,664.0
1754818127373512448,108.0,667.0
1754818127390179072,107.0,664.0
1754818127406845696,106.0,669.0
1754818127423512320,108.0,668.0
1754818127440179200,105.0,669.0
1754818127456845824,108.0,665.0
1754818127473512448,104.0,666.0
1754818127490179072,106.0,669.0
1754818127506845696,109.0,665.0
1754818127523512320,104.0,665.0
1754818127540178944,105.0,665.0
1754818127556845824,107.0,669.0
1754818127573512448,106.0,666.0
1754818127590179072,108.0,666.0
1754818127606845696,105.0,668.0
1754818127623512320,104.0,667.0
1754818127640179200,109.0,666.0
1754818127656845824,108.0,668.0
1754818127673512448,109.0,665.0
1754818127690179072,107.0,668.0
1754818127706845696,105.0,668.0
1754818127723512320,106.0,669.0
1754818127740178944,107.0,664.0
1754818127756845824,106.0,666.0
1754818127773512448,106.0,669.0
1754818127790179072,109.0,669.0
1754818127806845696,107.0,667.0
1754818127823512320,97.0,477.0
1754818127840179200,98.0,504.0
1754818127856845824,94.0,414.0
1754818127873512448,90.0,342.0
1754818127890179072,89.0,311.0
1754818127906845696,86.0,285.0
1754818127923512320,86.0,285.0
1754818127940178944,89.0,290.0
1754818127956845824,85.0,287.0
1754818127973512448,85.0,287.0
1754818127990179072,89.0,289.0
1754818128006845696,88.0,286.0
1754818128023512320,86.0,290.0
1754818128040179200,86.0,289.0
1754818128056845824,88.0,288.0
1754818128073512448,89.0,285.0
1754818128090179072,88.0,285.0
1754818128106845696,88.0,286.0
1754818128123512320,88.0,285.0
1754818128140178944,88.0,285.0
1754818128156845824,86.0,289.0
1754818128173512448,87.0,285.0
1754818128190179072,89.0,290.0
1754818128206845696,87.0,290.0
1754818128223512320,85.0,285.0
1754818128240179200,85.0,288.0
1754818128256845824,88.0,290.0
1754818128273512448,87.0,290.0
1754818128290179072,90.0,290.0
1754818128306845696,88.0,287.0
1754818128323512320,86.0,286.0
1754818128340178944,86.0,289.0
1754818128356845824,89.0,287.0
1754818128373512448,85.0,288.0
1754818128390179072,89.0,286.0
1754818128406845696,87.0,290.0
1754818128423512320,88.0,288.0
1754818128440179200,89.0,289.0
1754818128456845824,85.0,290.0
1754818128473512448,88.0,286.0
1754818128490179072,88.0,286.0
1754818128506845696,89.0,287.0
1754818128523512320,85.0,290.0
1754818128540178944,85.0,289.0
1754818128556845824,85.0,285.0
1754818128573512448,90.0,286.0
1754818128590179072,87.0,286.0
1754818128606845696,89.0,287.0
1754818128623512320,85.0,288.0
1754818128640179200,89.0,290.0
1754818128656845824,89.0,287.0
1754818128673512448,85.0,285.0
1754818128690179072,87.0,289.0
1754818128706845696,88.0,286.0
1754818128723512320,85.0,286.0
1754818128740178944,90.0,289.0
1754818128756845824,85.0,287.0
1754818128773512448,88.0,289.0
1754818128790179072,85.0,286.0
1754818128806845696,88.0,288.0
1754818128823512320,88.0,289.0
1754818128840179200,85.0,288.0
1754818128856845824,86.0,288.0
1754818128873512448,88.0,287.0
1754818128890179072,87.0,288.0
1754818128906845696,89.0,287.0
1754818128923512320,85.0,287.0
1754818128940178944,87.0,285.0
1754818128956845824,86.0,286.0
1754818128973512448,88.0,288.0
1754818128990179072,85.0,288.0
1754818129006845696,85.0,289.0
1754818129023512320,85.0,285.0
1754818129040179200,86.0,288.0
1754818129056845824,89.0,290.0
1754818129073512448,85.0,290.0
1754818129090179072,86.0,286.0
1754818129106845696,89.0,285.0
1754818129123512320,85.0,285.0
1754818129140178944,87.0,285.0
1754818129156845824,89.0,285.0
1754818129173512448,87.0,289.0
1754818129190179072,90.0,289.0
1754818129206845696,86.0,286.0
1754818129223512320,85.0,286.0
1754818129240179200,90.0,290.0
1754818129256845824,89.0,289.0
1754818129273512448,90.0,286.0
1754818129290179072,87.0,286.0
1754818129306845696,85.0,286.0
1754818129323512320,89.0,288.0
1754818129340178944,85.0,287.0
1754818129356845824,88.0,286.0
1754818129373512448,89.0,289.0
1754818129390179072,89.0,286.0
1754818129406845696,86.0,288.0
1754818129423512320,88.0,287.0
1754818129440179200,89.0,288.0
1754818129456845824,86.0,289.0
1754818129473512448,90.0,285.0
1754818129490179072,85.0,287.0
1754818129506845696,89.0,287.0
1754818129523512320,85.0,288.0
1754818129540178944,87.0,290.0
1754818129556845824,86.0,286.0
1754818129573512448,85.0,288.0
1754818129590179072,89.0,286.0
1754818129606845696,87.0,287.0
1754818129623512320,86.0,285.0
1754818129640179200,86.0,290.0
1754818129656845824,89.0,289.0
1754818129673512448,86.0,290.0
1754818129690179072,85.0,287.0
1754818129706845696,88.0,287.0
1754818129723512320,86.0,288.0
1754818129740178944,85.0,290.0
1754818129756845824,296.0,339.0
1754818129773512448,208.0,317.0
1754818129790179072,304.0,341.0
1754818129806845696,359.0,355.0
1754818129823512320,389.0,362.0
1754818129840179200,528.0,396.0
1754818129856845824,539.0,399.0
1754818129873512448,575.0,408.0
1754818129890179072,627.0,421.0
1754818129906845696,630.0,420.0
1754818129923512320,627.0,423.0
1754818129940178944,631.0,421.0
